Cumle;Sinif
"Sıktıkça, yüzü morardı, gözleri yerinden uğradı; ağzından fırlayan dili benimle alay ediyordu sanki.";2
Yüzünde onları tanıdığına ya da bir mazeret beyanına hazırlandığına dair hiçbir belirti yoktu.;2
‘O yüzden’ dedi ihtiyar, dediğim dedik bir tavırla, ‘o kadın senin olacak, o adamın olmayacak!;6
Ay kanı yüzünden çıldırmış.;6
Adamın yüzüne bakmak zordu.;2
Arianne peçesini yüzüne çekti.;2
Onlar gerçek yüzleri miydi?;2
Ona yüzünü nasıl değiştirdiğini sordum.;2
İşte, yüzün değişti.;2
Bu senin yüzün.;2
Yüzüne hükmetmeyi öğren.;2
Tommen’ın yüzü kızardı.;2
  Kardeşimin yüzünden hoşlanıyor.;2
Cersei’nin yüzüne hüzün çöktü.;2
Bu yüze nasıl karşı koyabilirim?;2
Yüz, dedi Sam kendine, yüz.;4
Yüzmek zorundayım, yüzmek.;4
Cersei, Jaime’nin yüzünü tokatladı.;2
Sonra yüzüne bir gülümseme yerleşti.;2
Bakın, bütün yüzler gülüyor.;2
Yüzü pancar gibi kırmızıydı.;2
Leydinin yüzü, gözyaşlarının altında kızarıyordu.;2
En az yüz serçe olmalıydı.;1
Çok az yeni yüz görüyoruz.;2
Yüzüne ne oldu?;2
Yüz şövalye!;1
Şarap yüzünden, dedi Cersei.;6
Lord Emmon’ın yüzü kızardı.;2
Ağzı çürüme yüzünden çarpıldı.;2
Leydi Genna yüzünü buruşturdu.;2
Yüzüne hükmet, dedi kendine.;2
Arya yüzünü ifadesiz tutmaya çalışıyordu.;2
Oraya kadar yüzemeyeceğini biliyordu.;4
Kızın çocuk yüzüne öfke yürüdü.;2
Yüzlerce adam ölecek.;1
Benimkilerden yüzlerce.;1
Jaime’nin yüzü karardı.;2
Jaime yüzünü buruşturdu.;2
Beni reddetti, bu yüzden.;6
Lord Gyles öksürük yüzünden öldü.;6
Orton Merryweather’ın yüzü korkuyla nemlenmişti.;2
Cersei neredeyse adamın yüzünü tokatlıyordu.;2
Yüzü taş gibiydi.;2
Gut yüzünden mi?;6
Yoksa benim yüzümden mi?;6
Gut yüzünden aklını mı kaybetti?;6
Prens Doran’ın yüzü öfkeyle kızardı.;2
Beni bu yüzden çağırttı.;6
Rüzgar yön değiştirdi, yağmur artık Brienne’in yüzüne çarpıyordu.;2
Yukarıdaki istihkam siperinde bir yüz belirdi, onlara baktı ve ortadan kayboldu.;2
İşte bu yüzden burada kalmanı istiyorum.;6
Bununla birlikte, Köpüktaş’taki kuyu yüz yıl önce kurumuştu.;1
"Garin odun topladı; yüz yıl önce kuruyup ölmüş ağaçların beyazlamış dalları.";1
Yüzlerce şeyden daha iyi, dedi Garin.;1
Myrcella kızın saçlarını kıvırdı ve kırmızı lekeleri yüzüne bizzat boyadı.;2
Kız, Myrcella’nın geceliğini giymiş ve yüzüne üstadın merhemini sürmüşken.;2
Fırtınalar, hastalıklar ve köle tacirleri yüzünden sayısız insan kaybetmişlerdi.;6
Arianne’in Dornelu adamları onun gibi yüzlerini örttüler.;2
Benekli Sylva küçük prensesin yüzüne peçe taktı ama Sör Arys inadını sürdürdü.;2
Çok vakit geçmeden, adamın yanakları kızardı ve yüzünden terler akmaya başladı.;2
Arianne, gözyaşlarıyla çizgilenmiş yüzünü yukarı kaldırdı.;2
Nazik adam, Arya’nın yüzündeki dehşeti gördü.;2
Eğer Arya’nın bir kılıca ihtiyacı olursa, tapınağın altında yüzlercesi vardı.;1
Kırmızı yaprakları ve ürkütücü yüzüyle yürek ağacıydı.;2
Yüzü durgun sular kadar sakin kaldı.;2
  Bana yüzümü nasıl değiştireceğimi gösterecek misin?;2
Yüzüne hükmet, dedi kendine, o zaman yalan söyleyebilirsin.;2
Bu duvarların ardında Braavos’un denizdeki yüz adasını bulacaksın.;1
Bu yüzden seni Braavos’ta gemiden indirdi.;6
Arya yüzünü kaldırdı ve yanaklarının yağmur damlalarıyla yıkanmasına izin verdi.;2
Lord Nestor, Kapılar’ı kapatmıştı ama lordun garnizonu üç yüzden az adama sahipti.;1
Royce’un bu güzel yüze baktığından şüphem yok ama bu binlerce yüzden biriydi.;2
Birileri zehirli bir ok yüzünden ölen Gregor Clegane’le ilgili şarkı yaptı mı?;6
Lordun çizgili ve ciddi yüzü, Sansa’ya adamın Kışyarı’nda geçirdiği zamanları anımsattı.;2
Masadakiler bir çıkmaza girmiş gibi görünüyordu, sonra Lyn Corbray yüzünü ateşten döndürdü.;2
  Yüzünü asarak, Hayır, diye mırıldandı kral.;2
O kaptanlar sadece yüzme bildiklerini kanıtladılar, demişti.;4
Kardeşinizin yüzü onu memnun etmiyor mu?;2
Bu sözler, şövalyenin güzel yüzündeki gülümsemeyi sildi.;2
Sandor Clegane’in sert sesi ve yanık yüzü Tommen’ı her zaman korkutmuştu.;2
Cersei’nin altın bukleleri banyo suyunun içinde yüzüyordu.;4
Kraliçe, çamaşırcı kadınları dikkatsizlikleri yüzünden kamçılatacaktı ama Taena onu merhametli olmaya zorlamıştı.;6
Üstat Frenken, annemin kalça kemiğinin düşüş yüzünden paramparça olduğunu söylüyor.;6
Bu yüzden rahip, gittiği yerlerde, ev sahiplerine yük olmaksızın uzun süre kalamıyordu.;6
Hiçbir şey, yüz yaşındaki bir çalıyı geçemez.;1
Ben basit bir adamım, bu yüzden yedi tanrıdan bahsederim.;6
Kirli ve dağınık saçları yüzüne dökülmüştü.;2
Başına bir iş gelmiş olabilir, belki de bu yüzden geri dönmemiştir.;6
Dareon, çıplak karısının üstündeki pelerini yırtarak çıkardı ve Sam’in yüzüne fırlattı.;2
Adamın yüzüne geniş bir gülümseme yayıldı.;2
Sör Ilyn, o acımasız yüzü ve çökük gözleriyle ölümün ta kendisi olabilirdi.;2
Lostracılar Meydanı’nda, iki hırpani serçe yüzlerce insana vaaz veriyordu.;1
Bu yüzden, Jaime kalkanı gevşek bir şekilde tutuyordu.;6
Hancı, adamın yüzünün bir yanının tamamen yanık olduğuna dair yemin etti.;2
Ve köpek, Sör’ün kardeşiydi, bu yüzden.;6
Raff, garnizonu Yüz Şömineli Salon’da topla.;1
Yüzlerce serçe meydanda kamp kurmuştu, bahçelerde daha yüzlercesi vardı.;1
Hayır, diye düşündüğünü hatırladı, bütün yüzler değil lordum.;2
Çomaklı, kılıçlı ve gürzlü yüz altın pelerinli, bu moloz yığınını hızlıca temizleyebilirdi.;1
Bunlar, inançları yüzünden öldürülmüş kutsal adamların ve kadınların kemikleri.;6
Sivri bir yüzü vardı, birbirine yakın gözleri çamur gibi kahverengiydi.;2
Ned Stark’ı yüzüme vurmaya cesaret mi ediyor?;2
Ben, onun üç yüz yıl önce yaptığını yapmalıyım.;1
Cersei, adamın ciddi ve dindar yüzünü tokatlamak istiyordu.;2
Zalim Maegor’ın üç yüz yıl önce ne buyurduğu, Cersei’yi ne ilgilendirirdi?;1
bu, üç yüz yıllık duaların cevabı olabilir Majesteleri.;1
Sanırım İnanç’a dokuz yüz bin küsur ejderha borcumuz var.;1
Dokuz yüz bin altı yüz yetmiş dört ejderha.;1
Kraliçenin arabası şehrin karşı tarafına suyun üstünde yüzer gibi gitti.;4
  Diğer kaptan göz siperini kaldırdı ve sakalsız yüzünü gösterdi.;2
Kalkanını Serry’nin yüzüne vurdu, şövalye sendeleyerek küpeşteye yapıştı.;2
Victarion’ın gözleri, dövüş sırasında alnından akıp kirpiklerine damlayan ter yüzünden yanıyordu.;2
Limanın önündeki sularda, yelkenlerinde deniz canavarları olan yirmi dargemi yüzüyordu.;4
Daha yüzlerce gemi taşlı kıyılara çıkarılmış veya liman boyunca sıralanan iskelelere çekilmişti.;1
Berber Nute etrafa bakınırken yüzü öfkeyle karardı.;2
Bin gemi yelken açsa, sadece üç yüzü Dar Deniz’in karşısına ulaşabilir.;1
Eğer gerekirse, Demir Donanma’yı cehenneme yüzdürürüm.;4
Jaime avluya baktı, serçelerin sakallı yüzlerine.;2
Sıcak yüzünden öyle sersemlemişti ki kendini hiç söylememesi gereken şeyler söylerken bulmuştu.;6
Salon duvardan duvara ahşap masalarla doluydu ve çatı kirişleri duman yüzünden kararmıştı.;6
Köylüler, kadının yüzünün yırtık ve yaralı olduğunu iddia ediyor, gözleri de korkunçmuş.;2
Savaşçı’nın Oğulları üç yüz yıl önce lağvedildi.;1
Yarı insan yüzünü bir başlığın altına gizlemiş halde gölgelerin içinde duran Yabancı.;2
Küçük kafilenin etrafında, yüz farklı renk tonuyla alacalanmış ıslak düzlükler pırıldıyordu.;1
"İkisi, yüzlerinin alt kısmına yün kaşkoller de sarmıştı; sadece gözleri görünüyordu.";2
Kardeş Narbert nizamın gözetmenidir, bu yüzden yedi günde bir konuşmasına izin verilir.;6
Adamda, Brienne’in bir şifacıdan bekleyeceği nazik ve şefkatli yüz de yoktu.;2
Ve yeni yüzler her daim hoş karşılanır.;2
leydim, bir erkek zırhı giyiyorsunuz, bu yüzden sizi bu detaylardan esirgemeyeceğim.;6
On üç yaşında, güzel yüzlü, kızıl saçlı bir bakire.;2
Fırtına Burnu, Kalkanlar’dan yüz kat daha değerli.;1
Cersei, Margaery’nin yüzünün solduğunu görmekten memnundu.;2
Bir kahramanın yüzünü, başarısızlıktan daha çok karartan hiçbir şey yoktu.;2
Balman’a koşmaya çalıştığımda, B-Bronn yüzüme vurdu.;2
Yoksa yüzünde yara izi olan aşığını mı?;2
Geceler soğudu ve sakallar yüzümü sıcak tutuyor.;2
O bir sakal mı yoksa yüzündeki çamuru temizlemeyi mi unuttun?;2
Kızın gözyaşları, avluda bekleyen akrabalarının yüzlerindeki sert ifadeler kadar endişe verici değildi.;2
Kaleyi açlık yüzünden teslim olmaya zorlayabilir miyiz?;6
Payne’in yüzündeki çiçek hastalığı izleri, ay ışığında kraterler kadar büyük görünüyordu.;2
Yüzü geniş ve pürüzsüzdü, boynu kalın ve pembe bir sütundu, kalçası devasaydı.;2
Kolunun içinden bir parşömen çıkarıp Jaime’nin yüzüne doğru salladı.;2
Babamın yüzü kısrak sütü gibi beyazdı ve Walder Frey titriyordu.;2
Delikanlılar gemilerin yükünü boşaltır, der Merry, benim kızlarımda gemileri yüzdürenlerin yükünü boşaltır.;4
Yüzü güzel ve kalbi çirkin, diye düşündü Arya ama bir şey söylemedi.;2
Bu yüzden beni bizzat zehirlemeyi düşündü.;6
Aemon yüz iki yaşındaydı, denize asla açılmamalıydı.;1
Beni bu yüzden Dalla’nın bebeğini almaya ve kendi bebeğimi orada bırakmaya zorladılar.;6
Daha sonra, Şebboy kollarını Sam’e dolayıp yüzünü onun göğsüne yaslayarak uyudu.;2
Büyüklüklerine rağmen, dalgaların üstünde kendilerine ait bir zarafetle yüzerlerdi.;4
Yüzlerce fersah boyunca güvenli bir demirleme yeri de yok.;1
İstersen oraya kadar yüzer, oradan da Eski Şehir’e yürürsün.;4
Derin çöllerden geçmen, bazı dağlara tırmanman ve Torentine Nehri’nde yüzmen gerekir.;4
Uzun lafın kısası, ya ona gidersin ya da yüzersin.;4
Cersei reverans yaptı, yüzünde soğuk bir nezaket maskesi vardı.;2
Lord Gyles yıllardır öksürüyor ama öksürük yüzünden ölmedi, dedi Cersei.;6
Birdenbire, Bunu söyleme, diye bağırdı Tommen, yüzü kıpkırmızıydı.;2
Kızın altın buklelerle çevrili yüzü şaşkınlıkla kırıştı.;2
Bundan sonra, bir cesede rastlamadan yüz metre bile yol gidemediler.;1
Ölümle şişmiş halde, çiğnenmiş ve çürümüş yüzleriyle hepsi aynı görünüyordu.;2
Kendini onlara bakmaya zorladı, tanıdık yüzler aradı.;2
Sör Hyle alay eder şekilde yüzünü buruşturdu.;2
Kimse sana yüzünle ilgili bir şey söylemedi mi?;2
Yüzümde ne sorun var?;2
Yüzü geniş ve sakalsızdı, kurtçuk beyazıydı, yanakları iltihaplı yaralarla kaplıydı.;2
Geniş yüzlü iri adam habaset dolu bir tıssssssssssss sesi çıkardı.;2
Gururun yüzünden hayatını çöpe mi atacaksın?;6
Eğer kör değillerse, Karabalık’ın önerimi yüzüme geri çarptığını hepsi biliyor.;2
Sarhoş mu yoksa dün geceki şarap yüzünden midesi mi bulanıyor?;6
Yüzünün bir tarafı ve boğazının yarısı kırmızı bir doğum lekesiyle kaplıydı.;2
Neden bir değişiklik yapıp onu Karabalık’ın yüzüne sallamıyorsun?;2
  Frey’in sıska yüzü beyazladı.;2
Jaime, adamın yüzünün beyaza dönüşünü izledi.;2
Sör Ilyn’in bıçağı darağacının ipini ikiye ayırdığında, Edmure Tully yüzüstü platforma yığıldı.;2
Kraliçe Margaery, Sör Loras’ın başına gelenler yüzünden perişan.;6
Majesteleri, size yemin ederim, Lord Gyles öksürüğü yüzünden öldü.;6
Vücudunu kaplayan kıllar yüzünden bir erkekten çok küçük bir maymun gibi görünüyordu.;6
Cersei, parmak uçlarını şövalyenin yüzündeki yara izlerinde gezdirdi.;2
Osney, yüzüne ağır ağır yayılan idrakle kraliçeyi dinledi.;2
Adamın elleri kılıç yüzünden sert ve nasırlıydı.;6
Kendi kendine yüzlerce kez, niyeti beni öldürmek olamaz, dedi.;1
"Oakheart bu yüzden ölmüştü; kumandanın baltasıyla olduğu kadar, bir hainin fısıltısıyla katledilmişti.";6
Myrcella’nın yüzüne süzülen kan da o hainin marifetiydi.;2
Cedra cevap vermedi ama Arianne sudan çıkarken kızın yüzü bembeyazdı.;2
Bunu size getiren adama yüz gümüş geyik verin, diye başladı.;1
Ona, bu mektubu Lord Fowler’ın eline ulaştırırsa yüz gümüş geyik kazanacağını söyle.;1
Timoth, yüzündeki yaralı gurur maskesiyle, üstünden şarap damlar halde odadan çıktı.;2
Prens Doran kızının yüzünü uzunca bir süre inceledikten sonra, Neden?;2
  Prens Doran’ın yüzü öfkeyle kasıldı.;2
Prens Doran, savaşın bahsi bile ona acı veriyormuşçasına yüzünü buruşturdu.;2
Fazla açmayacağım, sadece Tatlıbülbül’ümün yüzünü görecek kadar.;2
  Yüz limonlu kek ve beş hikaye istiyorum!;1
  Popona yüz şaplak ve yüzüne beş tokat atmak istiyorum.;2
Vinç odası ısıtılmıyordu, bu yüzden Brune’un nefesi her kelimeyle buharlaşıyordu.;6
Mya’nın yüzünde herhangi bir duygu yoktu.;2
Robert’ın yüzü solgundu, gözleri şişti ama elleri titremiyordu.;2
Sepet iki yana sallandı, havada döndü ve dağın kayalık yüzüne çarptı.;2
Benim on dört yaşımın üstünden yüz yıl geçmiş gibi geliyor.;1
Randa, Alayne’in yüzünü ve göğüslerini inceledi.;2
Kendini, Ay Kapısı’ndan aşağı yuvarlanan Leydi Lysa’nın yüz ifadesini hatırlarken buldu.;2
Jon en büyükleriydi, bu yüzden Kartal Yuvası ona geçti.;6
Onlar zengindir ama görgüsüzdür, bu yüzden kimse onlardan bahsetmez.;6
Hayvanın sağrısına yüzüstü uzanmıştı, bir çuval yulaf gibiydi.;2
Sonra yine Fısıltılar’daydı, yıkıntıların arasında ayakta duruyor ve Clarence Crabb’in yüzüne bakıyordu.;2
Tekrar yola çıkma vakti geldiğinde, Brienne’in yüzüne bir deri başlık geçirdiler.;2
Ağzındaki kanı şövalyenin ayaklarına tükürdü ve delikanlının yüzündeki tiksintiyi gördü.;2
Brienne o anda bile başının döndüğünü hissediyordu, yüzüyor gibiydi.;4
Yaşlı adam, Brienne’in sargılı yüzüne dokundu.;2
Belki de Jeyne bu yüzden yaralarınızı sardı.;6
Öyleyse neden dünyaya onların yüzünü gösteriyorsun?;2
Mağaranın ortasına bir ateş çukuru kazılmıştı, hava duman yüzünden maviydi.;6
Brienne’in tanıdığı tek yüz, Uzun Jeyne Heddle’a aitti.;2
Hyle Hunt öyle kötü bir şekilde dövülmüştü ki, yüzü tanınmayacak kadar şişmişti.;2
Leydi Taşyürek başlığını çıkardı ve yüzündeki yün kaşkolü çözdü.;2
Yüzündeki etler, lime lime şeritler halinde gözlerinden çenesine sarkıyordu.;2
Onun yüzü çok güçlü ve güzeldi, teni pürüzsüz ve yumuşaktı.;2
Rahibe Moelle’in yüzündeki sert ifade hiç değişmedi.;2
Tatlı bir yüz çoğu zaman günahkar bir kalbi gizler.;2
Pycelle’in yüzü kesik süt rengine döndü.;2
Yüzü süt gibi beyazladı, o kadar korkmuştu ki ağlayamıyordu bile.;2
Üstelik, kaptanın ondan kurtulmaya ne kadar hevesli olduğunu anlamak için adamın yüzüne bakmak yeterliydi.;2
Yüzlerce çeşit balık, yengeç ve ahtapot figürüyle süslenmiş taş bir köprünün kemerlerinin altından geçtiler.;1
"Kapıların ortasında bir ay yüzü oyması vardı; büvet tarafta abanoz ve abanoz tarafta büvet.";3
Şövalyenin çenesini ve yanaklarını kaplayan fırça gibi kıllar, yüzüne sert ve hoyrat bir ifade veriyordu.;2
"Kokuyu Cersei de alıyordu; çürümenin belli belirsiz fısıltısı, yüzünü buruşturmak istemesine sebep oluyordu.";2
Hisar’ın adamları, dört yüz yıl boyunca, yaşamın tabiatını anlamak için ölülerin bedenlerini açtılar.;1
"Tam güneş batarken Sör Kevan geldi; yüzü kadar kasvetli, kömür rengi yün bir takım giymişti.";2
Cesetlerden biri, bir masaya yüzüstü devrilmişti ama adamın kafasının altında şarap değil kan gölü vardı.;2
Gece yarısı, yüzlerce rahip ibadet etmek için sıra halinde içeri girerken, Baba Kapısı’nın menteşeleri gıcırdadı.;1
Ya sana Fırtına Burnu’nu verir ya da işi eline yüzüne bulaştırıp aptal gibi görünür.;2
Kasabaya adını veren havuzun içinde yüzen şişmiş cesetler, devasa su zambakları gibi görünüyordu.;4
Balıkçı kızların kıkırdamalarına içerleyen Brienne miğferini takmıştı, bu yüzden çocuklar onun bir erkek olduğunu sandılar.;6
Miğferine vuran yağmur damlaları yüzünden kulakları çınlıyordu ama denizdeki bir teknede olmaktan iyiydi bu.;6
Yüzünden yağmur süzülürken, Ben onun yaveriyim, diye tekrar etti çocuk, ama o beni terk etti.;2
Sansa, dost mu yoksa düşman mı olduklarını merak ederek endişeyle yabancıların yüzüne baktı.;2
Marillion tatlı şarkılar söylerdi ve Lysa bu yüzden onun tabiatını yanlış tahlil etti.;6
Cersei yaşlı kadına ne zaman baksa, gözlerinin önüne Kurbağa Maggy’nin buruşuk, korkunç ve bilge yüzü geliyordu.;2
Cömert Lord Edgerran ihtişam içinde oturuyordu, ayaklarının dibine yüzlerce Dorne adamının başı yığılmıştı.;1
Ağırladı prensim, diye cevap vermişti Arys, yüzünün kızarıp ona ihanet etmemesi için dua etmişti.;2
Pencereden bir ejderha bakabilirdi ve ben kızın göğüslerinden, yüzünden ve gülümsemesinden başka bir şey görmezdim.;2
O. Adamın sesi Brienne’in midesine atılmış bir yumruktu ve yüzü bağırsaklarına sokulmuş bir bıçak.;2
Fırıncının ardından gri yüzlü zayıf bir fahişe geldi, dört Tarly askerine frengi bulaştırmakla suçlanıyordu.;2
Yelkenler, sık yıkanan bir siyah pelerinin soluk gri rengindeydi ve Şebboy’un yüzü bembeyazdı.;2
Ama Şebboy yalnızca Sam’in yüzüne baktı, bebeğine daha sıkı sarıldı ve aşağı kaçtı.;2
Sam küçükken, babası onu Boynuz Tepe’nin altındaki bir gölcüğün içine atarak ona yüzmeyi öğretmeye çalışmıştı.;4
İsyanı bastırmak yıllar almıştı, Kışyarı Lordu’nun ve lordun yüz yeminli kılıcının canına mal olmuştu.;2
Lordların arkasından yüz arbaletçi ve üç yüz silahlı asker geliyordu, onların omuzlarından da kırmızılar akıyordu.;1
Onun için, Margaery’nin yapabileceğinden fazla şey yapabileceğimi biliyor ve bu yüzden işime yaramaya çalışıyor.;6
Swyft takımının üstüne, mavi kadifeden dikilmiş ve yüz altın elle süslenmiş bir harmani giymişti.;1
Megga bunu son yaptığında, Margaery onu susturdu ve güzel bir yüzüm olduğunu söyledi.;2
Daha derin sularda ganimetler yüzüyordu: Akınlarda ya da savaşlarda kazanılmış gökeler, karaklar ve dromondlar.;4
Kaptanlar Demir Donanma’yı yüzdürmeye yetecek kadar bira tüketirken, Aeron balık yiyip su içti.;4
Rahip giyinirken, en son on beş gün önce yıkanan ve tuz yüzünden katılaşan giysileri çıtırdadı.;6
Çok uzun zamandır kayıp olan gemileri ve sekiz yüz yıl önce unutulan mücadeleleri anlattı.;1
İkincisinde, olur da uluyarak evine dönerse diye, Genç Kurt’un derisini yüzmeye gönderilen bendim.;5
Gördükleri ağaçlar çıplaktı ve ağaçlardan düşen yapraklar sürekli yağan yağmur yüzünden kahverengi ıslak bir halıya dönüşmüştü.;6
Shagwell, dikenli topları başının etrafında bir kez çevirdi ve Crabb’in yüzünün ortasına indirdi.;2
Podrick yıkık duvara tırmanmıştı ve yüzündeki öfkeli ifadeyle sarmaşıkların arasında duruyordu, elinde yeni bir taş vardı.;2
Zemin yağmur yüzünden yumuşaktı ama buna rağmen, yeterince derin bir çukur kazmak soytarının bütün gününü aldı.;6
Yüzü her zaman tıraşlıydı ama gür saçları gümüş bir buzul gibi omuzlarına dökülürdü.;2
"Dayne tek ayağını bir heykelin başına koydu; yüzü kumlar tarafından aşındırılmış heykel bir zamanlar muhtemelen Bakire’ydi.";2
Drey’in dürüst bir yüzü ve rahat bir gülümsemesi vardı ama Myrcella ona temkinli gözlerle baktı.;2
Çillerim yüzünden Majesteleri, diye cevapladı Sylva, ama Benekli Orman’ın varisi olduğum için öyle dediklerini iddia ediyorlar.;6
  Ben kızın yüzündeki kırmızı lekeleri tarif ettikten sonra bir kez bile denemedi.;2
Bu yüzden eski alışkanlıklarına tutundular, yanık gemilerin enkazlarından tekneler yaptılar ve Yeşilkan’ın öksüzleri oldular.;6
Drey’in, Görmeyi umduğum son yüz buydu, dediğini duyduğunda, Arianne harekete geçmesi gerektiğini biliyordu.;2
 Myrcella yerdeydi, feryat ediyordu, titriyordu, elleri solgun yüzündeydi, parmaklarının arasından kan akıyordu.;2
"Köleler aslında yüz farklı tanrıya yakarmıyordu; yüz suratı olan bir tek tanrıya sesleniyorlardı.";1
Ahşap kase adamın göğsüne çarptı ve kasenin içindekiler yukarı doğru patlayarak üstadın omuzlarına ve yüzüne saçıldı.;2
Tırmanışın son yüz seksen metresi dikeydi, müstakbel konuklar katırlarından inmek ve bir seçim yapmak zorundaydı.;1
Çok geçmeden, Belmore körük gibi nefes alıyordu ve Redfort’un yüzü saçları kadar griydi.;2
Bu yüzden Xho’ya, Hayır, yerine sürekli, Gelecek yıl, demişti ama gelecek yıl bir türlü gelmemişti.;6
Tazı dağ kabilelerini geçmeyi başarsa bile, Vadi’ye giden yüksek yol kar yüzünden kapalı.;6
Meribald’ın rüzgar yanığı yüzünde yara izleri vardı, saçları gür ve griydi, gözlerinin kenarları çizgiliydi.;2
Kılıç kemeri sürekli aşağı kayıyordu, bu yüzden Sam bir yandan yürüyor bir yandan kemerini yukarı çekiyordu.;6
Belki bir ara sokakta, bir kan gölünün içinde cansız yatıyordur ya da kanallardan birinde yüzüstü sürükleniyordur.;2
Dareon’ın yüzünü ve karnını yumrukladı, sonra iki eliyle birden delikanlının omuzlarına vurmaya başladı.;2
Bir an için aşağıdaki siyah suları gördü ve sonra kanal yükselip Sam’in yüzüne çarptı.;2
Ne okuyor, ne yazıyor ne de konuşuyordu, bu yüzden zindanların yönetimini madunlarına bırakmıştı, madunları varmış gibi.;6
Güneş batarken, kalenin bulunduğu tepenin altında ve tepenin yanından akan derenin kıyılarında yüzlerce çadır vardı.;1
Sör İyi Bonifer, sert ve hüzünlü yüzüyle, Hiçbir hayvan bu kadar cüretkar olamaz, dedi.;2
Harrenhal üç yüz yılda, Casterly Kayası’nın üç bin yılda şahit olduğundan fazla dehşet görmüştü.;1
"Jaime, Kırmızı Ronnet’in cübbesine baktı; kırmızı beyaz bir zeminde, yüzleri birbirine dönük iki griffon.";2
Kral Toprakları’na gelmeden önce, kendi rahibine sahip olamayacak kadar küçük yüz köye uğradım.;1
Üç yüz yıl önce, Ejderha Aegon tam olarak bu tepenin altında karaya çıktı.;1
Armaları, beyaz zemin üstünde yedi köşeli kırmızı yıldızdı, bu yüzden insanlar onlara Yıldızlar derdi.;6
Victarion, kalkanı adamın yüzüne yapıştırdı, onu yere devirdi ve adam tekrar ayağa kalkmayı denediğinde onu öldürdü.;2
Uzun boylu, uzun yüzlü, sade ve ciddi görünüşlü adam altın bir kadehten şarap içiyordu.;2
  Hotho boş şarap kadehini uzattı ve solgun yüzlü genç bir kadın kadehi tekrar doldurdu.;2
İki tür ifade okunabiliyordu yüzlerinde.;2
İri, tombulca bir yüzü vardı.;2
Anne yüzümdeki yaraları sarıyordu.;2
Yüzüne sıcak bir heyecan yayılmıştı.;2
Yüzü asıldı.;2
Sazlıklara kadar yüzüp geri döndük.;4
Güler yüzlü, yaramaz, haylaz.;2
Annenin yüzünde güller açtı.;2
Fakat bıyıkları Aydın’ın yüzüne batıyordu.;2
Aydın direkt babanın yüzüne bakamamıştı.;2
Orhan’ın yüzüne daldığı an hariç.;2
Yüzünü öptü.;2
Derbeder olmuş bir yüzü vardı.;2
Yüzü asık konuşuyordu.;2
Anne yüzünü tırmalayarak öne atıldı.;2
Yüzü insan yüzüne benziyordu.;2
Aydın’ın yüzü sönük ve cansızdı.;2
 Yüzünü öbür tarafa çevirdi.;2
Yüzü tanıdık geliyordu ona.;2
Yüzümü astım.;2
Yüzünü asmak sana yakışmıyor dedi.;2
Yüzünü çarşafıyla iyice örtmüştü.;2
Yüzümdeki beyaz örtüyü kaldırdı.;2
Karşısında duran yüze baktı.;2
Yüz sayfaya parmak bastım.;1
Yüzüne, ayakları üzerine.;2
Yüzünün üzerindeki toprağı elimle eşeledim.;2
‘Yüz Tümen dedi.;1
Yüzünü ekşitti.;2
Tokadı indirdim yüzüne.;2
Yüzü gitgide sararıyordu.;2
Yüzü karlar ortasındaydı.;2
Ve Aydın yüzünü astı.;2
Yıllardır görememiştim yüzüme baktığını.;2
Yüzüme at yüzüme dedi.;2
Yüzbinlerce para.;1
Sessiz duran kızın yüzüne baktı.;2
Salak'm soluk yüzü gözükmüştü.;2
1 Bin li: Yüz fersahtır.;1
Buyrultuya baktı, yüzünü buruşturdu.;2
Kardeşinin yüzüne baktı.;2
Yüzünün kıpkırmızı kesildiğini hissetti.;2
Güler yüzle:  - Nasıl!;2
Yüzüne bakalım!;2
Gültekin'in yüzü kıpkırmızı kesildi.;2
Yüzü kıpkırmızı kesilmişti.;2
Altın kalkanlarla örülmüş bir tavanı ve tam beş yüz kapısı bulunuyordu.;1
Yüzü ise, kelimenin tam anlamıyla haşindi.;2
Aydın yüzlü Baldur da uykunun esareti altındaydı.;2
Şimdi mezarda güzel ve parlak yüzleri nasıl olmuştur?;2
Aradan geçen zaman yüzünden olacak bilgilendirilmem önemsenmemişti.;6
Yüzümdeki acımasız gülümsemenin rengi değişti Yusuf.;2
Göğü delen bu kalede bekleyen hükümdarın çirkin yüzündeki çirkin sırıtma anı başlamıştır.;2
Gözlerdeki ışık sönmüş, yüzler maskeyle kapanmıştı.;2
Yağmur damlasının değdiği yüzlerden biri de benim yüzümdü.;3
Sonrasında, beklemenin yüzüme fazlasıyla yakıştığını söyleyen bir savunma geliştirdim.;2
Tam da yüzlerce basamağı bitirecekleri anda tapınağın yolunu aydınlatan ışıklar söner.;1
Sözcükleri beklenmedik anda soğuk ve sert bir rüzgar gibi çarptı yüzüme.;2
"Sedem, yüzündeki tebessümle; Onlar için duygu rengidir.";2
Güzel yüzlü kızların dizlerine yorgunluk çökerken, birini sağ diğerini sol omzuna alır.;2
Bir kaç saatliğine gördüğüm yüzünü bu kez hayal suretiyle canlandırdım.;2
Durak eski yerinden birkaç yüz metre mesafedeki başka bir noktaya taşınmıştı.;1
Yüzünde anlamını çözemediğim bir ifade vardı.;2
Yüzünde tatlı bir gülümsemenin başlangıcını seçebiliyordum.;2
