Cumle;Sinif
Birinin Konfüçyüs'e  bu tek kuşağın acılarını taşıyamazsın   dediğini farz etti   bu yüzden git ve gelecek on bin kuşağa sorun yarat ;1
 Sınırsız sevinç on bin yıl hüküm sürer  ;1
MÖ 129'dan 119'a dek her yıl yüz binlerce kişilik ordularını bozkırlara gönderdi ve her yıl bu sayının ancak yarısı geri dönebildi ;1
"Hükümdarlar her seferinde on binlerce köylüyü topluyor ve onları sürüler halinde yeni başkentleri civarındaki arazilere götürüyorlardı; esirler buralarda tam zamanlı süvarilerden oluşan orduları beslemek için tarlaları işliyorlardı ";1
 Ölü sayısı iki yüz bindi   der resmi hanedan tarihi ;1
Bir gemi ana limanından ayrıldığı zaman  on bin li'lik [kabaca 5000 kilometrelik] bir yolculuğu planlamış olabilir ;1
"Surların ötesindeyse dökümhane fırınları gece gündüz yanıyor  demir cevherlerini eritmek için on binlerce ağacı yalayıp yutan şeytani kara atölyeler ateş ve duman püskürtüyordu; aslına bakılırsa  demir ustalarının bütün bir dağın ağaçlarını satın alıp kestirecek kadar çok ağaca ihtiyacı olması  odunkömürünün fiyatını sıradan konut sakinlerinin ulaşamayacağı bir noktaya çıkarmıştı ";1
Kim bilebilirdi o dağlarda bir hazinenin yattığını   Yığınlar halinde  kapkara mücevherler gibi  on binlerce araba dolusu kömürün ;1
Paniğin tam olarak nasıl başladığını bilmiyoruz  ama ansızın on binlerce asker kaçma çabasıyla siperlerinden fırladı ;1
Daha ucuz baskı  daha iyi dağıtım ve artan okuryazarlık yeni gazete ve dergilerin çıkarılmasına olanak vererek  haberciliği toplumsal eleştiri ve okur mektuplarıyla birleştirerek bu ateşi on binlerce okura da yaydı ;1
Bunun yerine İngiliz nakdine göz diken Amerikalılar milyonlarca dönüm araziyi pamuk plantasyonlarına dönüştürdü ve yüz binlerce köleyi buralarda işe koştu ;1
"Hiçbir beceriksiz ahmak  kültürel eğilim veya rastlantı  Golf Stream'in akıntısını çevirecek kadar büyük başka bir buzlu su kütlesini toplayamaz; başka bir deyişle  yeni bir Genç Dryas imkansızdır ve astronomların en gamlı baykuşları bile  çapları kilometreyi aşan asteroitlerle ancak birkaç yüz bin yılda bir çarpıştığımız kanısındadır ";1
"40 yıl öncenin dev gibi anabilgisayarları tipik olarak saniyede birkaç yüz bin hesaplama yapar ve milyonlarca dolara mal olurdu; ama şu anda tuşlarına bastığım 1000 dolarlık küçük dizüstü bilgisayarım saniyede 1 2 milyar işlemle başa çıkabiliyor ";1
Ya da on binlerce yılın yorgunluğuna düşmedikçe  yıllar ve çağlar alt edemez gücünü ve öldüklerinde de salonlarında bir araya gelirler  geri de dönebilirler buradan çıkıp zamanla ;1
Bu el  o vakte kadar kalplerinde kendisinden gizlenmiş olan bin bir çeşit mucizeyi yarattı ;1
"Ama kuzeyde gücünü kuvvetini bulan Melkor uyumadı  oturup izledi ve çalıştı; kötülüğünün yoluna soktuğu bin bir çeşit yaratık dolanıyordu etrafta ve karanlık  uykulu ormanlar canavarlarla korkunç suretlerin meskeni oldu ";1
Yalnız  kalelerin metrelerce altında  bin bir hile ile gizlenmiş o koca koca mahzenler ve mağaralar arasında Valar'ın gözünden kaçmış olanlar da vardı ;1
"Onunla birlikte yedi oğlu da gitti sürgüne; kuzey taraflarındaki tepelerde sağlam bir yurt ve hazine edindiler ve Formenos'ta bin bir çeşit cevher ile silah istiflediler; Silmariller ise demirden bir bölmeye kaldırıldı ";1
"Kuşağın içinde hala bin bir gayretle ayakta tutulan bir huzur vardı  ama dışarısı tehlike ve dehşetli bir korku ile doluydu; Falas'ın surlarla çevrili limanlarının ötesinde Morgoth'un hizmetkarları adeta cirit atıyorlardı ";1
Çünkü çağrılmayan ve gelmesi hiç de beklenmeyen Turgon Gondolin sınırını açmış  parlak zırhları  uzun kılıçları ve bir ormana benzeyen mızrakları ile on bin kişilik ordusunu ardına katmış geliyordu ;1
"Haberciler  on üçüncü Kralla  gelmişlerdi; onun devrinde Númenor ülkesi iki bin yıldan uzun bir zamandır ayaktaydı ve gücünün değilse de  mutluluğunun doruklarına ulaşmıştı ";1
Çünkü Üçüncü Çağ'ın bin altı yüz birinci yılında Samanpostlu kardeşler Marko ile Blanko  Bree'den yola çıkmışlardı ve Fornost'taki[6] yüksek kralın izniyle arkalarında çok sayıda hobbitle kahverengi nehir Baranduin'den geçmişlerdi ;1
 Her yaptığımı merak edip bin bir soru sormalarından usandım artık sanırım   diye düşündü ;1
Tom bir süre yanlarında sessizce oturdu  bu arada her bir hobbit de akşam yemeği sırasında sormaya niyetlendiği bin bir sorudan birini sormak için cesaretini toplamaya çalıştı ;1
Sizi takriben yetmiş bin ent adımı getirdim lakin bu sizin memleketinizde hangi ölçüye takabül eder bilemem ;1
 Eh  bütün çeşitlerden toplam en azından on bin kadar vardı her halde   dedi Merry ;1
Halletmem gereken on bin kadar ork var ;1
Gondor'da on bin yıl bile yetmez ;1
"Daha şimdiden hisarda Mithrandir'in yol arkadaşı ve onun Hükümdar ile yaptığı uzun görüşme epey konuşulmuştu; söylentilerde bir Buçukluk Prensi'nin Kuzey'den Gondor'a beş bin kılıç ile ittifak teklif etmek için gelmiş olduğu anlatılıyordu ";1
"İşte hepsi bu kadardı; topu topu üç binden az adam ";1
Düşmanlarınızı yıldırmak için on bin mızraklı yollayabilirdim alanlara ;1
Yine de en azından altı bin kişi at sürecek ardımdan ;1
Orada  gürültülü nehrin yanındaki geniş düzlüklerde  tepeden tırnağa silahlanmış birçok bölük halinde en az beş bin beş yüz Süvari ve pek yüklenmemiş yedek atlarla yüzlerce adam sıralanmışlardı ;1
Beş gün beş gece  doğuya ilerledi Eorloğulları  Toprak'tan  Çayırdan ve Çamlık'tan geçip  altı bin mızrakla Anórien'e   Mindolluin altında haşmetli Mundburg'a   Deniz Kralı'nın Güney krallığındaki  kuşatılmış  ateşlerle çevrelenmiş şehrine ;1
Eğer kısa bir süre sonra hareket edeceksek  iki bin adam toplamayı bile ümit edemem ama en az bir o kadarını şehri savunmak için bırakabilirim ;1
Kanaatimce yedi bin atlı ve yaya çıkartabiliriz yola ve buna rağmen Şehir'i saldırı başladığı zamandan daha iyi bir müdafaa ile bırakmış oluruz  ;1
"Bu beylerin müzakeresinin sonu olmuştu: O günden sonraki ikinci günün sabahında  eğer bir araya getirebilirlerse yedi bin kişilik bir güçle yola çıkacaklardı; gitmeleri gereken toprakların kötülüğü yüzünden bu gücün büyük bir bölümü piyade olacaktı ";1
"Aragorn Güney'den iki bin kişi toplamaya çalışacaktı; ama İmrahil üç bin beş yüz; Éomer atsız kalmış ama kendileri son derece kıymetli savaşçı olan beş yüz Rohirrim'i bir araya getirecek  beş yüz atlıya da kendi kumanda edecekti; ayrıca aralarında Dúnedain ile birlikte Elrond’un oğullarının ve Dol Amroth'un süvarilerinin bulunduğu atlı beş yüz kişilik bir bölük daha oluşturulacaktı: Hepsi toplam altı bin piyade ve bin atlı demek oluyordu ";1
Ve böylece  zaten Kavşak'ta oldukça fazla adam bırakmış oldukları için  sonunda Kara Kapı'ya  Mordor'un kuvvetine meydan okumak için altı bin kişiden daha az bir orduyla varmışlardı Batı'nın Komutanları ;1
Nüfusu kırk binleri bulan çadır kentler kuruldu  yiyecek ihtiyacı Avustralya’da ekonomiyi canlandırdı ;1
Yetkililer şiddetle karşılık verdi ve üç bin Ermeni öldürüldü ;1
Doktorların yüz binlerce insanı öldürdüklerini ve hala öldürmeye devam ettiklerini söyleyen Poznişev ile aynı fikirde misin?;1
Bu Anatol’ün bana yılda kırk bin rubleye mal olduğunu biliyor musunuz?;1
Topraklarında kırk bin köylü oturuyor  ayrıca milyonları var ;1
Prusya’yı tarafsızlıktan ayırıp savaşa katılmaya zorlamak için doksan bin kişilik bir ordunun onu nasıl tehdit edeceğini  bu ordunun bir kısmının Stralbsund’da yüz binlerce askerle nasıl birleşeceğini  iki yüz bin Avusturyalı yüz bin Rus’la bir araya geldikten sonra İtalya ve Ren’de nasıl harekete geçileceğini  elli bin Rus’la elli bin İngiliz’in Napoli’ye nasıl çıkarma yapacaklarını  böylece sonunda toplam olarak beş yüz bin kişilik bir ordunun çeşitli yönlerden Fransızlara nasıl saldıracağını anlattı ;1
Emir subaylarıyla bölük komutanları erleri sayıp ayırmışlar  bölük  bir gün önce sabaha karşı son konak yerinde olduğu gibi karmakarışık bir kalabalık olmaktan çıkmış  her biri yerini ve işini bilen  her birinin her düğmesi yerli yerinde  kemeri belinde  her şeyi tertemiz  düzenli iki bin kişilik bir bütün olmuştu ;1
Sonra Kutuzov  ayağını ağır ağır arabanın yan tarafındaki basamaktan aşağıya indirirken  sanki o anda karşısında kendisi ile alay komutanına nefeslerini tutarak bakan o iki bin kişi orada hiç yokmuş gibi hafifçe gülümsedi ;1
Aralarından biri  Baylar biliyorsunuz ki Tabor Köprüsü’ne patlayıcı maddeler konmuştur  karşımızda da korkunç bir tete de pont  on beş bin kişilik bir ordu var ;1
Eğer Kutuzov Krems’te kalsaydı  Napolyon’un yüz elli bin kişilik ordusu onun bütün bağlantılarını kesecek  yorgunluktan bitmiş kırk bin kişilik ordusunu çevirecek  böylece Kutuzov da Mack’ın Ulm’daki durumuna düşmüş olacaktı ;1
Kutuzov haberi aldığı gece  Bagration’un dört bin kişi ilk öncü kuvvetlerini sağ taraftan  dağlık Krems Znaym yolundan Viyana Znaym yolu üzerine göndermişti ;1
Bagration’un ordunun kurtulmasını sağlamak için  yorgunluktan bitkin  aç  dört bin erle Holibrun’da karşılaştığı düşman ordusunu tam bir gün  bir gece oyalaması gerekiyordu  bunun imkansız bir şey olduğu belliydi ;1
Bagration’un dört bin askeri ise neşeyle çoban ateşleri yakıyor  üstünü başını kurutuyor  ısınıyor  üç günden beri ilk defa lapa pişiriyordu ;1
Prens Vasiliy bu kemiği  bu otuz binlik senedi  işlemeli çanta meselesinde onun da parmağı olduğunu söyleyerek gevezelik etmek aklına gelmesin diye zavallı prensesin önüne atmaya karar vermişti ;1
"Mektuplar konttan  kontesten  Petya’dan  Vera’dan  Nataşa’dan ve Sonya’dandı; ayrıca üniforma için altı bin ruble ile kontun oğluna gönderdiği çeşitli eşyalar vardı ";1
Her iki imparator da seksen bin kişilik müttefik ordusunu teftiş edeceklerdi ;1
"Rostov’un durumu iyi; babası ona bir elde on bin ruble gönderiyor; o hiç kimsenin elini eteğini öpmek istemediğinden  kimsenin yanına uşak olarak girmeyeceğinden söz edebilir: Ama benim gibi kendinden başka dayanacak kimsesi olmayan biri  meslekte ilerlemeli  fırsatları kaçırmayıp onlardan yararlanmalı  diye düşünüyordu ";1
Akşam yaverler aracılığıyla bu hareket ordunun tüm birliklerine yayıldı ve 19 Kasım’ı 20 Kasım’a bağlayan gece  seksen bin kişilik müttefik  kıtalarının konakladığı yerlerden kalkarak konuşmalarla uğuldamaya  dalgalanmaya başladı  sonra da dokuz verstlik koca bir ırmak halinde harekete geçti ;1
Nasıl bir saatte o çeşit çeşit  sayısız çarkların eksenlerinde dönüşüyle meydana gelen tek sonuç  zamanı gösteren akrebin ağır ağır  ölçülü ilerleyişinden ibaretse aynı şekilde o yüz altmış bin Rusla Fransızın bütün o karışık hareketlerinin  bütün hırslarının  isteklerinin  pişmanlıklarının  alçalmalarının  çektikleri acıların  ansızın içlerinde uyanan gururun  korkunun ve heyecanın tek sonucu  Üç İmparatorun Savaşı adı verilen Austerlitz Savaşı’nın kaybedilmesi  daha doğrusu insanlık tarihi denilen kadranın üzerinde evrensel tarih akrebinin ağır ağır hareket etmesi olmuştur ;1
Saray adamları ve kişisel birtakım düşünceler yüzünden  on binlerce insanın  hatta benim bile hayatım tehlikeye mi düşmeli?;1
Sonunda ancak seksen bin kişilik bir ordunun çıkarabileceği genel bir uğultu halini aldı ;1
Bir hafta önce pazar günü Kont İlya Andreyiç oğluna iki bin ruble vermiş  o para sıkıntısından söz etmeyi hiç sevmeyen adam  oğluna bu paranın mayıs ayına kadar verebileceği son para olduğunu belirtmiş  bu yüzden Nikolay’ın daha tutumlu davranmasını rica etmişti ;1
Şimdi bu paradan bin iki yüz ruble kalmıştı ;1
Bu bakımdan kupa yedilisi yalnız bin altı yüz rublenin kaybedilmesi demek değildi  aynı zamanda verilen söze ihanetti ;1
Hesabına  bin altı yüz rublenin yerine  uzun bir dizi sayı yazılmıştı ;1
Rostov bunları on bine kadar saymıştı ama şimdi kabaca toplamının on beş bine kadar çıktığını tahmin ediyordu ;1
Gerçekte yazılanlar yirmi bin rubleyi bile aşmıştı ;1
Oyuna bu sayıların toplamı kırk üç bine yükselinceye kadar devam etmeye karar vermişti ;1
Hesabın tutulması  o uğursuz kırk üç bin sayısına kadar devam etti ;1
Rostov  biraz önce kendisine verilmiş olan üç bin rublenin iki mislini yazdığı kağıdı sürmeye hazırlanıyordu ;1
Dolohov kırk üç bin sayısına varmak için gerekli olan yirmi bir sayısını işaret etti ;1
Gülümseyen  biçimli dudaklarından herkesin aynı süre içinde  aynı aralıklarla çıkarabileceği  bir insanı  bin kez duysa  buz gibi kayıtsız bırakan  ama bin birincisinde bütün varlığını ürperten  gözyaşı döktüren sesler döküldü ;1
Genç kızların albümlerini şiirler  notalarla doldurduktan ve eninde sonunda kırk üç bin rubleyi tam olarak Dolohov’a gönderip ondan da parayı aldığını gösteren bir makbuz aldıktan sonra tanıdıklarından hiç kimseye veda etmeden  ta kasım ayının sonunda  çoktandır Polonya’ya varmış olan alayına yetişmek için yola çıktı ;1
Kont Bezuhov’un koca servetine rağmen  Piyer  onun mirasına konduğundan ve söylendiğine göre her yıl beş yüz bin rublelik bir gelir almaya başladığından beri  zenginliğini kont hayattayken ondan on bin ruble aldığı zamanlara oranla çok daha az hissediyordu ;1
Bütçesinin aşağı yukarı şöyle olduğunu tahmin ediyordu: Şuraya bütün çiftlikleri için hemen hemen seksen bin ruble ödeniyordu ;1
"Moskova yakınındaki çiftlikle Moskova’daki eve ve prenseslere otuz bine yakın gidiyordu; maaşlara on beş bin  bir o kadar da yardım derneklerine harcanıyordu; kontesin masraflarını karşılamak için kendisine yüz elli bin ruble gönderiliyordu ";1
Kendisine yılda on bin ruble gönderiliyordu ;1
Şimdi ise ancak iki bin ruble almayı kararlaştırmıştı ;1
Kont  cömert görünmek ve yeni ricalara hedef olmamak için seksen bin rublelik bir senet vereceğini söyleyince konuşma sona erdi ;1
Hiç olmazsa yirmi bin olmalı kont  diye sözüne devam etti ;1
O zaman senet de altmış binlik olur ;1
Yalnız özür dilerim  dostum  yirmi bini nakit olarak  ayrıca seksen bini senet olarak veririm ;1
Genelkurmaydan kendisini çok ilgilendiren bir şeyi  yüzbaşılığa terfi edip etmeyeceğini  son manevralardaki başarısı için Anna nişanını alıp almayacağını öğrenmeden  Kont Goluhovski’ye iki bin rubleye satacağına bahse giriştiği ve Polonyalı onunla pazarlığını yaptığı kır atlı troykayı satmadan gideceğini düşünmek ne kadar güç ve garip gelirse gelsin  süvarilerin  maskotları Panna Borjovoskaya’nın şerefine bir balo vermiş olan Uhlanlara inat olsun diye  kendi maskotları Panna Paşazdetskaya şerefine verecekleri balonun onsuz yapılacağını düşünmek ne kadar inanılmaz bir şey olarak görünürse görünsün  bu aydınlık  bu güzel çevreden her şeyin saçma ve karışık olduğu bir yere gitmek zorunda kaldığını biliyordu ;1
Yalnız bir gün kontes oğlunu yanına çağırdı  elinde Anna Mihailovna’nın iki bin rublelik bir senedi bulunduğunu söyleyerek bu senedi ne yapacağını ona sordu ;1
Anatol’ün elinde pasaport  yol tezkeresi  ablasından aldığı on bin ruble ile Dolohov’un yardımıyla başkasından borç aldığı on bin ruble vardı ;1
Eh  Hvostikov’a iki bin ruble vermeli  dedi ;1
Anatol ile Dolohov’un paraları varsa ona bin ya da iki bin ruble verdikleri olurdu ;1
Glogau Gamizonu’nun on bin kişilik kuvvetlerin komutanı Prusya kralına ne yapacağını soruyor ;1
6 Azizim  ordularımızın beş yüz bin kişilik kuvveti varken notada güzel bir üslup tutturmamız herhalde zor değildi ;1
Çobanların on bin yıldır ıslıkla çaldığı bir ezgi ;1
Bu taş işte tüm bu şeyler ve daha yüz binlercesinden oluşur ;1
Ama herif iki saniye içerisinde iki yüz bin thaumdan fazlasını kaçırmış olmalıydı ;1
Düke karşı harekete geçtiklerinde yirmi bin insanın kemiklerini buldular ;1
Burada bulduğum bilgi kırıntıları  lağvedilmeden önce imparatorlukta en az üç bin Amyr olabileceğini öne sürüyor ;1
Kendilerini tüm kalpleriyle herkesin iyiliğine adayan çok iyi eğitilmiş  silahlanmış  zengin üç bin erkek ve kadın ;1
Ve ölümcül  adalet saplantılı üç bin fanatik bir anda yok mu oluyor?;1
Bin beş yüz kilometreden daha uzağa ;1
Neredeyse onun kadar kötü bir diğer husus da  bin bir güçlükle elde ettiğim gremimin o sırada Centhe Denizi’nin soğuk ve derin sularında bir yerde yatıyor olmasıydı ;1
Bu iş için daha uygun elli kişi tanıyorum  ama bin beş yüz kilometre ötedeler ;1
Buna rağmen iki aydan ve bin beş yüz kilometreden beri gördüğüm en güzel şeydi ;1
Bir hami bulabilme fırsatı için bin beş yüz kilometre yol tepmek zorunda kaldın ;1
Arşiv’de iki bin yıl evveline dayanan Caluptena tarih kitapları vardı ve bunlarda Felurian’ın bahsettiği şeylerin en ufak bir bahsi dahi geçmiyordu ;1
Sana üç bin kez söylüyorum ;1
Durgu’nun her sahibi onu on sene taşımışsa ve kılıç asla birkaç günden fazla sahipsiz kalmamışsa  Durgu’nun en düşük tahminle bile iki bin yıldan daha eski olduğunu gösteriyordu bu ;1
Belki üç bin yıllık  dedim ;1
Zaten düğümler son üç bin yılda mutlaka değişmiştir ;1
"Bunu en son bir ay evvel ve bin beş yüz kilometre ötede denemiştim; zihnimi o tuhaf  fıldır fıldır boşluğa sokmam zor oldu ";1
Hiçbir öykü dilden dile yayılarak bin beş yüz kilometre yol katedip de aynı kalamaz ;1
İki bin yıl boyunca yoğun bir kullanıma dayanıp nispeten sağlam veya yeni kalabilen bir metal biliyor musunuz?;1
Üstelik iki bin yıldan daha eski olduğuna dair kanıt vardı ;1
Ayak sürüyen yüz bin insanın kaldırdığı toz  bir bulut olup şehrin sokaklarını doldurmuştu ;1
Bunu tam bin üç yüz kilometre taşıdım ;1
O gece Denna’ya söyleyebileceğim on bin şey düşündüm ;1
Şeyaltı binlerce hareketli şeye ev sahipliği yapardı ;1
Ben otuz bin kelimelik bir vinyet yazdım ;1
"Geçmiş bulanık bir anıya dönüştü; belki iyi de oldu  zira İnsanoğlu’nun tarihi son iki bin yılda pek görkemli olmadı ";1
Şayet bunu başaramazsak  tüm dünya  iki bin yıl önce neredeyse tüm yaşamın sonunu getiren savaştan beri ırkların göreceği en büyük savaşın içine atılacak ;1
İnsan ırkının iki bin yıl önceki başarıları dünyanın tarihiyle bağdaşmadı ;1
İnzivası on beş bin yıl önce bir öğrenme  sığınma yeri  bir hüküm mevkiiymiş ;1
Tarihlerine bakılacak olursa en az iki bin yıldır devam ediyor ve büyük ihtimalle bu düzen şu veya bu şekilde daha gerilere uzanıyor ;1
Bana bu mülke ait hala üç bine yakın mal olduğu söylendi ;1
Nüfusu kırk binleri bulan çadır kentler kuruldu  yiyecek ihtiyacı Avustralya’da ekonomiyi canlandırdı ;1
Mösyö Myriel  piskopos sıfatıyla devletten on beş bin frank tutarında bir aylık alıyordu ;1
Bu da  Matmazel Baptistine’in aylığıyla birleştirildiğinde  yılda bin beş yüz frank ediyordu  işte bu iki ihtiyar kadınla bu ihtiyar adam  yaşamlarını bu bin beş yüz frankla sürdürüyorlardı ;1
Bir süre sonra bu dileği göz önüne alan genel meclis  oylama yaparak Mösyö Piskopos’a araba  posta ve ruhani bölge teftişleri masrafı karşılığı olarak ayrılan para adı altında  yılda üç bin frank ödenmesini kararlaştırdı ;1
Nüfusu dört bin kişiyi bile bulmayan bir şehirde ne yapmak için?;1
Üç oğlundan en genci bir büyük haladan tam yüz bin liralık bir mirasa konacaktı ;1
Fransa’da bir milyon üç yüz yirmi bin köy evinin dışa açılan sadece üç deliği  bir milyon sekiz yüz on yedi bininin iki deliği  yani bir kapısıyla bir penceresi ve nihayet üç yüz kırk altı bin kulübenin de ancak bir tek deliği  yani kapısı var ;1
Kontrol edilecek dinı kurumlar  verilecek imtiyazlar  gözden geçirilecek koskoca bir kilise kütüphanesi  dua kitapları  ilmihaller  ayin kitapları  yazılacak emirler  izin verilecek vaazlar  bölge rahipleriyle belediye başkanları arasında giderilmesi gereken anlaşmazlıklar  ruhani yazışmalar  idari yazışmalar  bir yanda devlet  bir yanda papalık  kısacası bin bir türlü iş ;1
"Bu bin bir türlü işten  ayin ve dualardan artan vaktini muhtaçlara  hastalara ve dertlilere ayırıyor; dertlilerden  hastalardan  muhtaçlardan kalan vaktini de çalışmaya veriyordu ";1
Bin beş yüzyıl boyunca bir bulut teşekkül etti ;1
"Bir piskopossunuz  kilisenin bir prensi; altın yaldızlı  armalı  gelirli kişilerden biri; okkalı papaz ödeneği alan (Digne Piskoposluğu  on beş bin frank kesin  on bin frank da ek ödenek  toplam yirmi beş bin frank) mutfakları  kitapları olan; sofrasında iyi yemekler bulunan; cumaları su ördeği yiyen; önde arkada uşaklarla tören arabalarında caka satan  yalınayak gezmiş olan İsa Mesih adına karoçalarda dolaşan bir kişi ";1
Fakat açıklar mısınız bana  benim şurada ağaçların iki adım ötesinde duran karoçam  zengin sofram ve cumaları yediğim su ördekleri  yirmi beş bin liralık gelirim  sarayım ve uşaklarım nasıl oluyor da merhametin olmadığını  bir erdemi bağışlamanın bir görev ve 93’ün zulmedici olmadığını ispat ediyor?;1
Birincisine bir süre kırgın kaldı  çünkü Cannes’a çıkış sırasında Provence’da kumandanlık eden general  bin iki yüz kişilik bir kuvvetin başında sanki kaçıp kurtulması istenen bir kimseymiş gibi İmparator’un peşinden gitmekle yetinmişti ;1
"Noterin biri mebus olsun  bir sahte Comeille Tiridate’ı yazsın  bir hadım harem sahibi olsun  bir Prudhomme askerı bir devir için hayati önemi olan bir savaşı kazara kazansın  bir eczacı Sambre ve Meuse ordusu için kartondan postal tabanı icat edip kösele yerine satılan bu kartonla kendine dört yüz bin liralık bir servet yapsın  bir seyyar çerçi tefecilikle gerdeğe girsin ve baba olup bu anaya yedi sekiz milyon doğurtsun  bir vaiz genzinden konuşa konuşa piskoposluğa ersin  varlıklı bir konağın vekilharcı işten ayrıldığında öyle zenginleşmiş olsun ki onu maliye nazırı yapsınlar: Bütün bunlara insanlar hemen  deha adını yapıştırıverirler; tıpkı Mousqueton’un suratına  güzellik’  Claude’un tavrı edasına  haşmetli demeleri gibi ";1
Buralarda kırk  elli inek bulunur  her yaz yedi sekiz bin kilo peynir imal edilirmiş ;1
Parmentier’nin anısının övgüye değer emekçisi Mösyö François de Neufchateau  patates denilecek yerde püre denilmesi için bin bir gayret sarf ediyor  fakat bir türlü emeline erişemiyordu ;1
"Tholomyès  eski emektar öğrencilerdendi; zengindi  dört bin frank geliri vardı; dört bin frank gelir  Saint Geneviève tepesinde şahane rezalet demekti ";1
"1820’de  bankada adına yatırılmış altı yüz otuz bin frank tutarında bir para bulunduğu biliniyordu; ama bu altı yüz otuz bin frankı kendisine ayırmadan önce  şehir ve fakir fukara için bir milyondan fazla harcamıştı ";1
İlk zamanlar zanaat adamının yüzüne kapılarını kapalı tutan kadının yapmacıklı küçük salonları  milyoneri buyur etmek için kapılarını ardına kadar açtılar  bin bir öneride bulundular ;1
Gerçekte  bu iki ya da üç milyon  söylediğimiz gibi  altı yüz otuz altı yüz kırk bin franka inmiş bulunuyordu ;1
Montreuil sur Mer’de de bulunan bu sınıftan gençler  benzerlerinin Paris’te yılda iki yüz bin frank yiyerek sürdürdükleri hayatı  taşrada bin beş yüz liralık bir geliri yiyerek sürdürürler ;1
Thènardier ise bir türlü çocuğu salıvermiyor  bin bir kötü niyetli bahane ileri sürüyordu ;1
Mösyö Madeleine  hastanın hiçbir eksiği olmaması için herkese bin bir tembihte bulundu ;1
Bu talihsiz adamdan bin sekiz yüzyıl önce  insanlığın bütün kutsal yanlarını ve bütün acılarını şahsında özetleyen o esrarlı varlık da zeytin ağaçları sonsuzluğunun vahşi rüzgarında titrerken  gölgelerle dolup taşan  yıldız dolu derinliklerinden karanlıklar fışkıran o korkunç kadehi uzun süre eliyle itmişti ;1
Fakat bir yandan kendisini tutmaya çalışırken  bir yandan da Mösyö Madeleine’e bin bir soru sormaktan kendini alamıyordu ;1
Burada  bu birkaç kulaç karelik yerde  bir saatten daha az zamanda bin beş yüz kişi devrildi ;1
Nassau ve Brunswick alayı mahvedilmiş  Duplat ve Blackman ölmüş  İngiliz muhafızlar kırılmış  Reille’in kolordusundaki kırk Fransız taburundan yirmisi telef olmuş  sadece bu Hougomont harabesinde üç bin insan kılıçtan geçirilmiş  doğranmış  boğazlanmış  kurşunlanmış  yakılmış ve bütün bunlar bugün  köylünün biri bir yolcuya  Mösyö  bana üç frank verin  isterseniz size Waterloo denen şeyi anlatırım ;1
Bu ambarın içinde üç bin muharip birbirini katletmişti ;1
"Bu cesur süvariler  Bro mızraklı süvarileriyle Travers zırhlı süvarileri karşısında çökmüşlerdi: Bin iki yüz attan geriye altı yüz tane kalmıştı; üç yarbaydan ikisi yere serilmişti; Hamilton yaralıydı  Mater ölmüştü ";1
Wellington bundan başka  bir arazi kıvrımı içinde Somerset’in bin dört yüz atlı muhafıza sahipti ;1
Ostende’den yeni gelen altı bin İngiliz’i esir alacağım ;1
Alay sancağının düşman eline geçmesi  Wavre ve Plancenoit arasında yolları kolaçan eden üç yüz kişilik seyyar avcı kolunun takipçileri tarafından Prusyalı bir siyah süvarinin yakalanması ve bu süvarinin anlattığı kaygı verici şeyler  Grouchy’nin gecikmesi  Hougomont’daki meyve bahçesinde bir saatten kısa bir süre içinde bin beş yüz kişinin öldürülmesi  Haie Sainte çevresinde daha da kısa bir sürede bin sekiz yüz kişinin yere serilmesi ;1
"Korkunç bir sessizlik oldu; sonra birdenbire kılıç sallayan  havaya kalkmış uzun bir sıra kol belirdi tepenin üstünde ve miğferler  borazanlar  sancaklar ve de haykıran üç bin kırçıl bıyıklı kafa: Yaşasın İmparator ";1
Oralarda dolaşan şüphesiz abartılı bir söylentiye göre  Ohain çukur yoluna iki bin atla bin beş yüz insan gömülmüştür ;1
Somerset demek bin dört yüz muhafız dragon süvarisi demekti ;1
"Bin dört yüz muhafız dragon  bir anda sekiz yüz kişi kalıverdi; kumandanları yarbay Fuller vurulup öldü ";1
"Bu olayları Sibome açıkça anlatır; Pringle ise  felaketi büsbütün büyüterek  İngiliz Hollanda ordusunun otuz dört bin kişiye düştüğünü söylemeye kadar işi vardırır ";1
Mareşal dürbününü o tarafa çevirerek cevap vermişti: Dört beş bin kişi  efendimiz ;1
Her yer kırk bin kişinin kaçışmasıyla tıkanmış durumda ;1
Yüz bin tane muzaffer askerleri var ve bu yüz binin gerisinde de bir milyon top  fitilleri yanmış olarak ağızları açık duruyor ;1
Yüz kırk dört bin savaşçı  altmış bin ölü ;1
Napolyon Longwood’da can çekişirken  Waterloo Savaşı’nda ölü düşen altmış bin insan sessizce çürümekte ve dünyaya onların huzurundan bir şeyler yayılmaktaydı ;1
Bu paranın altı ya da yedi yüz bin frank olduğu tahmin ediliyor ;1
uygarlık alemi  bütün dünyada her yirmi dört saatte bir gereksiz yere yüz elli bin top atışı yapmaktadır ;1
Her atış altı franktan  günde dokuz yüz bin frank  yılda üç yüz milyon frank eder ;1
Mesela günümüzde yarı yelkenli yarı pervaneli karma gemi  toplam yüzeyi üç bin metre kareyi bulan bir yelken sistemi ve iki bin beş yüz beygir kuvvetinde bir kazanla çekilen  akıllara durgunluk verici bir makinedir ;1
Yine de 1823 yılında  Thènardier aşağı yukarı bin beş yüz frank kadar borçlanmıştı ;1
